City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,turochak,52.2576,87.1224,-4.83,100,99,1.1,RU,1735004552
368,fisterra,42.9049,-9.2629,54.48,78,0,17.92,ES,1735004552
369,aginskoye,51.1,114.53,-9.29,90,3,4.34,RU,1735004554
370,rabak,13.1809,32.74,67.28,25,0,11.05,SD,1735004555
371,marang,5.2056,103.2059,78.71,83,100,3.76,MY,1735004556
372,akureyri,65.6835,-18.0878,35.53,44,40,20.71,IS,1735004557
373,murun-kuren,49.6342,100.1625,3.92,98,100,3.42,MN,1735004557
374,puerto deseado,-47.7503,-65.8938,52.57,68,11,10.13,AR,1735004559
375,gadzhiyevo,69.2551,33.3362,18.37,96,100,6.78,RU,1735004559
376,yala,6.3333,101.25,76.17,83,100,2.08,TH,1735004560
377,port moresby,-9.4431,147.1797,81.82,83,100,5.75,PG,1735004561
378,beira,-19.8436,34.8389,82.49,74,40,3.44,MZ,1735004561
379,mersing,2.4312,103.8405,78.71,89,20,6.91,MY,1735004562
380,ujae,8.9322,165.7642,82.45,78,99,17.96,MH,1735004562
381,ciudad lazaro cardenas,17.9583,-102.2,78.19,80,97,2.59,MX,1735004563
382,thames,-37.1333,175.5333,80.1,39,100,6.33,NZ,1735004564
383,guangyuan,32.442,105.823,41.67,67,84,3.09,CN,1735004564
384,tsiombe,-25.3,45.4833,72.52,90,8,3.18,MG,1735004565
385,geraldton,-28.7667,114.6,75.61,64,100,19.57,AU,1735004566
386,nova xavantina,-14.6667,-52.35,72.57,99,100,2.26,BR,1735004566
387,pucheng,27.9233,118.5333,49.53,59,4,1.79,CN,1735004567
388,suzun,53.7841,82.3116,-8.3,100,24,2.75,RU,1735004269
389,kupang,-10.1667,123.5833,86.58,70,20,3.44,ID,1735004568
390,saudarkrokur,65.7461,-19.6394,26.31,93,49,6.42,IS,1735004569
391,chom bueng,13.62,99.5917,71.2,63,0,10.47,TH,1735004570
392,cockburn town,21.4612,-71.1419,76.96,83,75,14.97,TC,1735004480
393,cameron park,38.6688,-120.9872,59.07,92,100,3.0,US,1735004571
394,port nelson,23.6333,-74.8333,75.69,72,0,24.11,BS,1735004572
395,krumovgrad,41.4667,25.65,46.65,97,100,3.94,BG,1735004572
396,chinchilla,-26.75,150.6333,89.02,17,0,4.0,AU,1735004573
397,miri,4.4148,114.0089,84.34,74,20,5.75,MY,1735004419
398,nova sintra,14.8667,-24.7167,73.54,64,86,16.58,CV,1735004574
399,hadibu,12.65,54.0333,70.79,66,5,11.81,YE,1735004575
400,arba minch,6.0333,37.55,67.26,60,17,2.84,ET,1735004576
401,porto real,-22.4197,-44.2903,68.9,98,100,2.86,BR,1735004576
402,shahritus,37.2637,68.1385,38.95,63,0,3.53,TJ,1735004577
403,cody,44.5263,-109.0565,34.2,67,0,1.01,US,1735004578
404,tozkhurmato,34.8905,44.6299,52.21,56,100,6.51,IQ,1735004578
405,ar raqqah,35.95,39.0167,48.22,81,3,8.28,SY,1735004579
406,rzhev,56.2624,34.3282,28.4,97,100,2.37,RU,1735004580
407,arar,30.9753,41.0381,44.62,57,0,6.91,SA,1735004580
408,juneau,58.3019,-134.4197,39.2,97,100,9.22,US,1735004581
409,sohar,24.3643,56.7468,66.22,68,0,5.75,OM,1735004581
410,cabo san lucas,22.8909,-109.9124,82.71,54,0,5.75,MX,1735004298
411,hovd,48.0056,91.6419,-4.13,70,88,7.36,MN,1735004583
412,newport,51.5877,-2.9984,52.57,96,73,5.97,GB,1735004362
413,ixtepec,16.5786,-95.1022,71.83,72,97,13.29,MX,1735004584
414,nawabganj,24.5911,88.271,62.1,57,0,5.08,BD,1735004403
415,sovetskaya gavan',48.9723,140.2878,7.61,62,67,7.07,RU,1735004585
416,tindouf,27.6711,-8.1474,54.05,35,0,5.75,DZ,1735004586
417,sola,-13.8833,167.55,82.81,78,100,11.32,VU,1735004587
418,chunskiy,56.0815,99.6342,2.8,99,100,1.81,RU,1735004587
419,jutai,-5.1833,-68.9,73.99,99,68,1.41,BR,1735004588
420,resende,-22.4689,-44.4467,68.77,99,100,3.2,BR,1735004589
421,teyateyaneng,-29.1472,27.7489,59.2,84,100,4.27,LS,1735004589
422,colipapa,9.4726,122.5616,83.7,73,100,5.75,PH,1735004590
423,saint-philippe,-21.3585,55.7679,76.86,79,45,10.76,RE,1735004591
424,la junta,37.985,-103.5438,43.09,56,20,4.61,US,1735004591
425,kranuan,16.7067,103.0788,68.23,65,85,6.44,TH,1735004592
426,resplendor,-19.3256,-41.2553,72.91,99,100,2.71,BR,1735004593
427,tupiza,-21.45,-65.7167,57.72,65,27,6.13,BO,1735004593
428,betio village,1.358,172.9211,87.84,73,99,17.87,KI,1735004594
429,nuevo imperial,-13.0754,-76.3172,67.26,88,88,4.16,PE,1735004595
430,ongjin,37.9347,125.3619,33.58,54,2,11.88,KP,1735004595
431,katsuura,35.1333,140.3,48.06,45,0,10.65,JP,1735004596
432,griffith,41.5284,-87.4237,39.31,81,100,3.44,US,1735004597
433,wanning,18.8003,110.3967,65.93,82,100,13.85,CN,1735004597
434,kirensk,57.7853,108.1119,-20.54,100,97,0.89,RU,1735004599
435,loralai,30.3705,68.598,35.04,31,0,4.63,PK,1735004599
436,flying fish cove,-10.4217,105.6791,82.08,89,75,8.05,CX,1735004600
437,scheveningen,52.1046,4.2756,41.94,86,42,1.01,NL,1735004600
438,la ronge,55.1001,-105.2842,17.85,93,100,5.75,CA,1735004601
439,chela,34.069,104.4619,21.34,78,100,3.69,CN,1735004602
440,cascais,38.6979,-9.4215,53.56,53,0,3.0,PT,1735004602
441,aykhal,66.0,111.5,-9.13,100,15,3.38,RU,1735004603
442,sinjai,-5.1241,120.253,82.36,71,100,0.89,ID,1735004604
443,pasni,25.2631,63.471,64.67,34,0,17.52,PK,1735004368
444,pandan,14.0453,124.1694,79.77,91,61,16.58,PH,1735004605
445,ghanzi,-21.5667,21.7833,68.43,86,100,7.56,BW,1735004606
446,smara,26.7384,-11.6719,57.87,33,6,10.13,EH,1735004606
447,bubaque,11.2833,-15.8333,78.28,57,100,15.28,GW,1735004607
448,buy,58.4786,41.53,29.1,98,100,2.75,RU,1735004608
449,vilhena,-12.7406,-60.1458,68.81,99,97,3.04,BR,1735004586
450,mount isa,-20.7333,139.5,94.77,17,5,11.5,AU,1735004609
451,valparaiso,-33.0393,-71.6273,58.64,94,0,3.44,CL,1735004610
452,gudauta,43.1055,40.6207,53.29,70,100,9.35,GE,1735004610
453,umred,20.85,79.3333,62.74,66,6,8.86,IN,1735004611
454,george town,5.4112,100.3354,83.95,77,20,8.05,MY,1735004612
455,weatherford,32.7593,-97.7972,64.9,78,99,5.01,US,1735004612
456,mukalla,14.5425,49.1242,68.86,75,0,4.05,YE,1735004613
457,rio grande,-32.035,-52.0986,67.32,70,0,17.05,BR,1735004614
458,dalandzadgad,43.5708,104.425,10.4,45,0,16.93,MN,1735004614
459,norrtalje,59.758,18.705,36.01,98,100,4.97,SE,1735004615
460,inirida,3.8653,-67.9239,75.18,95,100,2.17,CO,1735004616
461,karratha,-20.7377,116.8463,100.09,23,0,4.92,AU,1735004616
462,i-n-salah,27.1935,2.4607,56.82,20,51,7.56,DZ,1735004617
463,viedma,-40.8135,-62.9967,60.8,56,32,17.4,AR,1735004374
464,borkum,53.5809,6.6915,44.98,74,12,11.36,DE,1735004618
465,mandal,25.45,74.5667,54.5,57,0,6.08,IN,1735004619
466,priyutnoye,46.1011,43.5072,36.72,92,73,8.05,RU,1735004620
467,port-saint-louis-du-rhone,43.3833,4.8,44.83,65,75,28.77,FR,1735004620
468,daruvar,45.5906,17.225,35.65,80,100,17.78,HR,1735004621
469,yarmouth,41.7057,-70.2286,30.99,82,0,1.99,US,1735004622
470,zavetnoye,47.1194,43.8903,35.62,91,78,7.65,RU,1735004622
471,polessk,54.862,21.1028,37.87,79,86,4.76,RU,1735004623
472,iquique,-20.2208,-70.1431,67.78,78,21,2.19,CL,1735004623
473,nakamura,32.9833,132.9333,51.21,41,3,7.16,JP,1735004624
474,wynyard,-41.0,145.7167,61.77,74,99,8.03,AU,1735004625
475,palikir - national government center,6.9248,158.1611,88.65,66,75,11.5,FM,1735004625
476,nouadhibou,20.931,-17.0347,62.58,72,99,12.66,MR,1735004626
477,taco pozo,-25.6167,-63.2833,85.5,45,100,4.9,AR,1735004627
478,infantes,38.7367,-3.0122,35.78,76,0,9.73,ES,1735004628
479,lata,40.1629,-8.3327,41.65,72,0,5.66,PT,1735004629
480,labytnangi,66.6572,66.4183,11.75,93,100,5.57,RU,1735004629
481,khandyga,62.6667,135.6,-24.05,100,99,0.25,RU,1735004630
482,fada,7.25,4.0667,69.08,75,42,1.36,NG,1735004631
483,kyrenia,35.3417,33.3167,47.75,83,17,7.92,CY,1735004631
484,san patricio,28.017,-97.5169,71.55,73,100,13.0,US,1735004632
485,glace bay,46.1969,-59.957,22.96,83,100,7.0,CA,1735004633
486,tuy hoa,13.0833,109.3,70.16,97,100,11.45,VN,1735004633
487,tralee,52.2704,-9.7026,53.24,96,94,7.94,IE,1735004634
488,codrington,-38.2667,141.9667,67.06,57,100,10.42,AU,1735004635
489,fada n'gourma,12.0622,0.3578,68.63,26,16,9.08,BF,1735004635
490,tondano,1.3038,124.9112,80.69,62,100,2.95,ID,1735004636
491,gorontalo,0.5412,123.0595,90.41,58,100,3.51,ID,1735004637
492,wind lake,42.8295,-88.1587,33.76,93,100,9.22,US,1735004637
493,olyokminsk,60.3736,120.4264,-4.14,96,100,7.0,RU,1735004638
494,touros,-5.1989,-35.4608,78.71,75,13,10.54,BR,1735004638
495,medina,24.4686,39.6142,61.23,59,0,3.44,SA,1735004553
496,aripuana,-9.1667,-60.6333,72.0,99,77,2.08,BR,1735004640
497,xapuri,-10.6517,-68.5044,71.94,98,100,1.5,BR,1735004640
498,lhasa,29.65,91.1,27.23,55,0,5.1,CN,1735004641
499,onega,63.9061,38.1404,32.68,94,100,7.11,RU,1735004642
500,pangody,65.85,74.4859,1.15,97,36,8.97,RU,1735004643
501,naze,28.3667,129.4833,58.12,64,100,10.69,JP,1735004643
502,banikoara,11.2985,2.4386,67.5,28,8,4.88,BJ,1735004644
503,zaozersk,69.4005,32.4476,11.86,96,82,3.06,RU,1735004644
504,waat,51.1454,6.4958,40.53,95,20,5.75,DE,1735004645
505,mandimba,-14.3548,35.6515,69.76,78,42,3.87,MZ,1735004646
506,tual,-5.6667,132.75,80.55,85,100,16.33,ID,1735004646
507,moose jaw,50.4001,-105.5344,30.45,80,65,17.27,CA,1735004647
508,slave lake,55.2834,-114.769,36.68,68,0,12.68,CA,1735004643
509,fairfield,41.2668,-73.3162,25.09,66,75,0.0,US,1735004648
510,noumea,-22.2763,166.4572,88.0,99,74,3.13,NC,1735004649
511,wajir,1.7471,40.0573,75.67,72,65,12.15,KE,1735004650
512,lijiang,26.8688,100.2207,41.29,49,0,4.5,CN,1735004650
513,kyzyl,51.7,94.45,-1.26,99,100,1.72,RU,1735004651
514,barcelos,41.5388,-8.6151,45.03,80,0,5.35,PT,1735004652
515,golfito,8.639,-83.166,70.97,97,100,1.79,CR,1735004652
516,port shepstone,-30.7414,30.455,68.99,83,100,5.14,ZA,1735004653
517,acajutla,13.5928,-89.8275,77.07,71,33,6.87,SV,1735004654
518,cromwell,41.5951,-72.6454,21.65,71,0,3.44,US,1735004654
519,tari,-11.1105,14.3559,65.32,95,100,1.28,AO,1735004655
520,luderitz,-26.6481,15.1594,62.26,75,0,17.18,NA,1735004656
521,kourou,5.1552,-52.6478,75.47,93,89,7.31,GF,1735004656
522,kayangel,8.0823,134.7173,84.79,76,71,11.23,PW,1735004657
523,port saint john's,-31.6229,29.5448,67.77,90,100,5.57,ZA,1735004658
524,lazaro cardenas,17.9583,-102.2,78.19,80,97,2.59,MX,1735004658
525,crane,31.3974,-102.3501,61.09,55,23,13.02,US,1735004660
526,weno,7.4515,151.8468,87.75,79,75,8.05,FM,1735004661
527,keyser,39.4409,-78.9739,25.65,81,100,3.33,US,1735004661
528,masterton,-40.9597,175.6575,74.66,59,91,1.03,NZ,1735004662
529,aitape,-3.1374,142.3475,80.51,88,100,3.4,PG,1735004662
530,urengoy,65.9667,78.3667,1.56,99,90,8.68,RU,1735004663
531,nzerekore,7.7562,-8.8179,66.07,51,44,1.16,GN,1735004664
532,tarawa,1.419,172.984,87.89,62,20,13.8,KI,1735004664
533,orchard homes,46.8633,-114.0484,36.59,93,0,3.44,US,1735004568
534,banda aceh,5.5577,95.3222,78.93,82,99,3.6,ID,1735004666
535,santo antonio do ica,-3.1022,-67.9397,73.4,99,99,1.74,BR,1735004667
536,caucete,-31.6518,-68.2811,78.82,46,100,17.98,AR,1735004433
537,danville,36.586,-79.395,30.78,67,0,3.44,US,1735004388
538,kilju,40.9642,129.3278,31.28,30,0,1.16,KP,1735004670
539,gembu,6.7,11.2667,61.45,44,92,3.78,NG,1735004670
540,anloga,5.7947,0.8973,80.62,72,31,8.48,GH,1735004671
541,kemijarvi,66.7131,27.4306,-6.23,100,75,2.86,FI,1735004672
542,quellon,-43.1167,-73.6167,49.87,88,4,8.81,CL,1735004672
543,arraial do cabo,-22.9661,-42.0278,75.4,89,85,13.58,BR,1735004673
544,la paz,-16.5,-68.15,54.57,73,75,5.75,BO,1735004501
545,wulingyuan,29.3494,110.5441,35.42,51,92,2.01,CN,1735004674
546,den helder,52.9599,4.7593,40.98,81,100,4.61,NL,1735004675
547,nikolayevsk-on-amure,53.1406,140.73,1.63,94,94,6.38,RU,1735004676
548,wakkanai,45.4094,141.6739,26.58,80,75,17.27,JP,1735004676
549,bikin,46.8161,134.26,2.98,86,98,3.74,RU,1735004677
550,humaita,-7.5061,-63.0208,73.17,98,86,2.01,BR,1735004678
551,sechura,-5.5569,-80.8222,70.74,75,100,14.09,PE,1735004678
552,puerto ayacucho,5.6639,-67.6236,79.61,80,100,2.66,VE,1735004679
553,rosice,49.1823,16.3879,34.54,90,100,8.05,CZ,1735004680
554,chegdomyn,51.1167,133.0167,-15.29,88,89,1.32,RU,1735004680
555,borgarnes,64.5383,-21.9206,33.37,79,100,9.51,IS,1735004681
556,yeppoon,-23.1333,150.7333,89.33,50,0,9.8,AU,1735004682
557,miahuatlan,18.5667,-97.4333,56.55,87,100,5.82,MX,1735004682
558,acapulco de juarez,16.8634,-99.8901,82.22,74,100,9.22,MX,1735004683
559,midvagur,62.0511,-7.1939,47.23,76,75,20.71,FO,1735004683
560,dakhla,23.6848,-15.958,63.0,69,41,10.0,EH,1735004684
561,kosaya gora,54.119,37.5446,31.66,99,100,2.28,RU,1735004685
562,baoqing,46.3317,132.2111,11.1,77,14,5.61,CN,1735004685
563,kotovo,50.3211,44.8012,30.16,99,100,10.04,RU,1735004686
564,pathein,16.7833,94.7333,73.15,69,79,8.23,MM,1735004687
565,mount gambier,-37.8333,140.7667,71.29,47,64,7.96,AU,1735004687
566,coahuayana de hidalgo,18.7,-103.6583,73.99,89,12,1.25,MX,1735004688
567,bereket,39.2446,55.5154,40.23,56,100,11.03,TM,1735004689
568,boguchany,58.3814,97.4531,-19.93,100,96,1.01,RU,1735004689
569,storozhevaya,43.8789,41.4514,34.79,84,91,4.5,RU,1735004690
570,krylovskaya,46.3194,39.9711,43.34,86,100,9.93,RU,1735004691
571,tonghae,37.5439,129.1069,36.55,35,0,3.6,KR,1735004691
572,pisco,-13.7,-76.2167,69.85,78,0,14.97,PE,1735004692
573,acipayam,37.4239,29.3494,41.67,87,100,7.23,TR,1735004693
574,papao,-17.75,-149.55,85.68,74,100,14.7,PF,1735004693
575,talakan,50.3167,130.3667,-6.88,96,97,1.23,RU,1735004694
576,santa ana de yacuma,-13.75,-65.4333,74.73,94,100,3.06,BO,1735004695
577,anna regina,7.2644,-58.5077,77.38,89,74,8.81,GY,1735004695
578,tobol'sk,58.2,68.2667,7.32,100,99,5.55,RU,1735004696
579,fort bragg,35.139,-79.006,35.91,65,75,1.99,US,1735004697
580,paijan,-7.7333,-79.3022,69.08,77,99,7.52,PE,1735004698
581,macapa,0.0389,-51.0664,82.38,83,0,9.22,BR,1735004413
